Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 128, Row: 25, Price: $75.00, Est. Price: $75.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0e6f0923f9bcd9aedee
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: G, Row: M, Price: $170.00, Est. Price: $170.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d957fbdec8018c761d11a3
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: H, Row: I, Price: $179.00, Est. Price: $179.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d48fb7dec8018c7684b930
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: I, Row: G, Price: $180.00, Est. Price: $180.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/6709907df0923f9bcdaa48c5
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: J, Row: J, Price: $186.00, Est. Price: $186.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670990acf0923f9bcdb31d4c
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 111, Row: 10, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67098b55f0923f9bcd0fc3d7
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 103, Row: 17, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67896df55f5eedb9b5449478
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 301, Row: 3, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d957f8dec8018c761cdfc2
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 101, Row: 22, Price: $42.00, Est. Price: $42.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d48fb7dec8018c7684b7cc
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 307, Row: 1, Price: $42.00, Est. Price: $42.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67896df95f5eedb9b544fc63
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 104, Row: 16, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67896de75f5eedb9b5434bf0
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 107, Row: 26, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67896df55f5eedb9b544a263
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 321, Row: 1, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67896dea5f5eedb9b543a180
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 311, Row: 1, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0e7f0923f9bcd9af785
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 302, Row: 32, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09c2dec8018c761d08ff
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 328, Row: 40, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09a4dec8018c76194a6d
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 303, Row: 40, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09c2dec8018c761cfc8e
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 319, Row: 11, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d957f7dec8018c761cc904
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 327, Row: 40, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09b4dec8018c761b698c
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 308, Row: 40, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09a6dec8018c76198b38
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 133, Row: 12, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67896deb5f5eedb9b543bc1b
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 133, Row: 6, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67098be2f0923f9bcd1f05d4
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 315, Row: 32, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09a6dec8018c76198a5e
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 316, Row: 32, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09bcdec8018c761c3e13
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 322, Row: 32, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09bedec8018c761c74d2
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 111, Row: 5, Price: $54.00, Est. Price: $54.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67098d03f0923f9bcd419199
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 110, Row: 8, Price: $54.00, Est. Price: $54.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d48fbddec8018c76859fb2
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 134, Row: 7, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0e5f0923f9bcd9ae174
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 109, Row: 7, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67896dee5f5eedb9b543efd4
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 141, Row: 39, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09d3dec8018c761f09e4
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 136, Row: 39, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09bcdec8018c761c41e0
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 108, Row: 39, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09cfdec8018c761e8955
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 103, Row: 25, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09c4dec8018c761d418b
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 130, Row: 29, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67896deb5f5eedb9b543bc29
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 112, Row: 5, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67098deff0923f9bcd5dbb07
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 204, Row: 1, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0e4f0923f9bcd9ace03
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 216, Row: 7, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d9580adec8018c761dc995
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 113, Row: 24, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d957f5dec8018c761cb09b
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 132, Row: 2, Price: $74.00, Est. Price: $74.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0d6f0923f9bcd9997da
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 125, Row: 28, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0e6f0923f9bcd9aed57
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 208, Row: 6, Price: $80.00, Est. Price: $80.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d957fddec8018c761d2269
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 212, Row: 8, Price: $80.00, Est. Price: $80.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d95801dec8018c761d5fa9
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 113, Row: 39, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d091a6dec8018c76943eaa
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 116, Row: 29, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d957f8dec8018c761cdeb9
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 128, Row: 32, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d957f3dec8018c761c93ca
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 213, Row: 1, Price: $85.00, Est. Price: $85.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0e9f0923f9bcd9b159f
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 117, Row: 21, Price: $87.00, Est. Price: $87.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0dbf0923f9bcd9a2e04
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 126, Row: 21, Price: $88.00, Est. Price: $88.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0e5f0923f9bcd9ae18e
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 207, Row: 11, Price: $90.00, Est. Price: $90.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d20edfdec8018c76264178
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 118, Row: 21, Price: $92.00, Est. Price: $92.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67098e7af0923f9bcd6e0afe
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 124, Row: 39, Price: $92.00, Est. Price: $92.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d20f02dec8018c762c15c4
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 119, Row: 21, Price: $92.00, Est. Price: $92.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67098e7af0923f9bcd6e0b12
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 127, Row: 34, Price: $92.00, Est. Price: $92.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d20ef6dec8018c762a2510
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 123, Row: 38, Price: $93.00, Est. Price: $93.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d20ef2dec8018c76297d0c
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: R, Row: E, Price: $114.00, Est. Price: $114.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0e5f0923f9bcd9ae184
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: S, Row: B, Price: $117.00, Est. Price: $117.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67896df55f5eedb9b544a298
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: B, Row: E, Price: $127.00, Est. Price: $127.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67098f93f0923f9bcd902397
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: D, Row: 12, Price: $158.00, Est. Price: $158.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d957fddec8018c761d2188
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: E, Row: 18, Price: $175.00, Est. Price: $175.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d20ef0dec8018c76293059
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: D, Row: 18, Price: $175.00, Est. Price: $175.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d20ed4dec8018c76246a4f
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: I, Row: H, Price: $192.00, Est. Price: $192.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/6709907df0923f9bcdaa488f
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: R, Row: AA, Price: $239.00, Est. Price: $239.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67099109f0923f9bcdbedd33
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 140, Row: 14, Price: $36.00, Est. Price: $36.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/679bdd79f6af5e52e407c176
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 331, Row: 3, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d957fedec8018c761d309f
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 104, Row: 14, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67099139f0923f9bcdc4f615
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 310, Row: 1, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67896de55f5eedb9b5432280
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 143, Row: 16, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d957fedec8018c761d311a
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 119, Row: 38, Price: $92.00, Est. Price: $92.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d20ed8dec8018c762538a3
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: J, Row: L, Price: $186.00, Est. Price: $186.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670990acf0923f9bcdb31d7c
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: M, Row: AA, Price: $387.00, Est. Price: $387.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670987d4f0923f9bcdac5d44
