Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 101, Row: 22, Price: $33, Est. Price: $52.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8960162257
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 128, Row: 27, Price: $110, Est. Price: $159.50, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8842290713
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 127, Row: 25, Price: $111, Est. Price: $160.95, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8940814218
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 122, Row: 29, Price: $114, Est. Price: $165.30, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8940789675
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 126, Row: 32, Price: $119, Est. Price: $172.55, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8829741235
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 124, Row: 37, Price: $119, Est. Price: $172.55, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8829741292
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 119, Row: 31, Price: $120, Est. Price: $174.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8829741073
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 125, Row: 33, Price: $120, Est. Price: $174.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8829741385
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 130, Row: 18, Price: $120, Est. Price: $174.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8904742286
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 114, Row: 16, Price: $120, Est. Price: $174.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8900832976
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 130, Row: 20, Price: $120, Est. Price: $174.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8904742293
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 131, Row: 16, Price: $120, Est. Price: $174.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8932237056
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 113, Row: 12, Price: $120, Est. Price: $174.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8900831965
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 113, Row: 16, Price: $120, Est. Price: $174.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8900832349
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 113, Row: 17, Price: $120, Est. Price: $174.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8900832390
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 113, Row: 18, Price: $120, Est. Price: $174.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8900832402
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 113, Row: 19, Price: $120, Est. Price: $174.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8900832418
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 113, Row: 20, Price: $120, Est. Price: $174.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8900832428
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 117, Row: 24, Price: $120, Est. Price: $174.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8940814214
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 117, Row: 23, Price: $120, Est. Price: $174.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8989974517
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 118, Row: 29, Price: $121, Est. Price: $175.45, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8829741040
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 120, Row: 35, Price: $121, Est. Price: $175.45, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8945469220
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 127, Row: 24, Price: $121, Est. Price: $175.45, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8940815362
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 115, Row: 28, Price: $124, Est. Price: $179.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8900833129
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 115, Row: 31, Price: $124, Est. Price: $179.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8900833175
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 117, Row: 22, Price: $124, Est. Price: $179.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8940815345
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 138, Row: 25, Price: $126, Est. Price: $182.70, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8510877694
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 119, Row: 24, Price: $128, Est. Price: $185.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8989977194
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 123, Row: 26, Price: $129, Est. Price: $187.05, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8940789998
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 126, Row: 26, Price: $131, Est. Price: $170.30, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8940814207
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 115, Row: 21, Price: $134, Est. Price: $174.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8505276590
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 126, Row: 22, Price: $135, Est. Price: $175.50, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8940789700
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 118, Row: 23, Price: $138, Est. Price: $179.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8989977123
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 118, Row: 21, Price: $139, Est. Price: $180.70, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8505293012
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 122, Row: 21, Price: $154, Est. Price: $200.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8983575847
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 116, Row: 23, Price: $173, Est. Price: $224.90, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8934829188
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 126, Row: 21, Price: $203, Est. Price: $263.90, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8959245179
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 111, Row: 1, Price: $255, Est. Price: $331.50, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8215695169
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 116, Row: 22, Price: $279, Est. Price: $362.70, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8215695210
