Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 116, Row: 23, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67dd87b8d4811782d3298b66
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 125, Row: 27, Price: $73.00, Est. Price: $73.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67aa85783e2207e70bf89d49
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 303, Row: 2, Price: $30.00, Est. Price: $30.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/678969b35f5eedb9b5d4201a
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 301, Row: 1, Price: $32.00, Est. Price: $32.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/678969b05f5eedb9b5d40545
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 140, Row: 14, Price: $35.00, Est. Price: $35.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67dc241ad4811782d3b97738
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 302, Row: 1, Price: $31.00, Est. Price: $31.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0e2f0923f9bcd9ab7de
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 103, Row: 17, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67896a5c5f5eedb9b5e73096
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 307, Row: 2, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67bc81ec2f94efc810cbf714
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 104, Row: 14, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6704d75c1a2fe2590461689d
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 101, Row: 22, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67d48fc0dec8018c76862497
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 331, Row: 3, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32031d4811782d331a059
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 301, Row: 5, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32038d4811782d3323411
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 304, Row: 40, Price: $44.00, Est. Price: $44.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6764fa5bb98988f2db5848bf
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 310, Row: 1, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/678969a95f5eedb9b5d3a88a
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 300, Row: 32, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6764fa58b98988f2db580308
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 314, Row: 10, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32023d4811782d3303cd3
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 315, Row: 11, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e3203fd4811782d332fb0c
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 313, Row: 12, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32059d4811782d3364f62
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 111, Row: 7, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6704d9001a2fe259047fb70a
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 110, Row: 7, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67d0b9f8dec8018c76bf00d8
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 327, Row: 40, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67dcae68d4811782d30d96ee
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 111, Row: 14, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0e9f0923f9bcd9b0d4b
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 136, Row: 32, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e3202bd4811782d330fbe5
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 139, Row: 29, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e596e2d4811782d3761604
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 142, Row: 24, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67eeed030b271341d10d84fe
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 104, Row: 34, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67f011230b271341d1c4c484
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 143, Row: 31, Price: $51.00, Est. Price: $51.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6764fa5bb98988f2db585dc8
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 133, Row: 8, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67896a965f5eedb9b5edc054
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 320, Row: 32, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67dcaef1d4811782d3223abd
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 133, Row: 2, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0e9f0923f9bcd9b0d28
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 131, Row: 23, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67896ae25f5eedb9b5f3118d
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 133, Row: 39, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67dcae5ad4811782d30b372c
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 135, Row: 39, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67dcaeb8d4811782d319c19c
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 206, Row: 3, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0dbf0923f9bcd9a2da6
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 116, Row: 39, Price: $77.00, Est. Price: $77.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6764fa5bb98988f2db584942
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 119, Row: 38, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6764fa58b98988f2db57f3d1
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 120, Row: 24, Price: $84.00, Est. Price: $84.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67896b435f5eedb9b5fa11ee
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 211, Row: 11, Price: $93.00, Est. Price: $93.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e853f9d4811782d334cb14
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 129, Row: 32, Price: $96.00, Est. Price: $96.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67f04e590b271341d12aaba4
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: A, Row: C, Price: $115.00, Est. Price: $115.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6704dbed1a2fe25904d2e21b
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: S, Row: C, Price: $116.00, Est. Price: $116.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0e1f0923f9bcd9aa9d4
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: R, Row: AA, Price: $210.00, Est. Price: $210.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6704de531a2fe259040ab342
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 129, Row: 24, Price: $78.00, Est. Price: $78.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67896adc5f5eedb9b5f2ac97
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 113, Row: 14, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e3202cd4811782d3312b83
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 330, Row: 2, Price: $30.00, Est. Price: $30.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/678969ab5f5eedb9b5d3ca1f
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 110, Row: 8, Price: $42.00, Est. Price: $42.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67d48fbfdec8018c7685ddc3
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 331, Row: 2, Price: $28.00, Est. Price: $28.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/673d0c2b585e58e5aa0d3f81
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 302, Row: 2, Price: $30.00, Est. Price: $30.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/678969a65f5eedb9b5d34b01
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 140, Row: 13, Price: $36.00, Est. Price: $36.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67d48fc0dec8018c768624e7
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 320, Row: 9, Price: $37.00, Est. Price: $37.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6789695d5f5eedb9b5ce909f
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 101, Row: 22, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67f049940b271341d18a487a
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 305, Row: 1, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0e4f0923f9bcd9ace1c
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 103, Row: 17, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67896a5c5f5eedb9b5e73096
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 137, Row: 29, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0e7f0923f9bcd9af7f3
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 104, Row: 16, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67896a5a5f5eedb9b5e6f89b
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 321, Row: 1, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/678969b25f5eedb9b5d41870
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 107, Row: 26, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67896a4c5f5eedb9b5e5bec6
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 311, Row: 1, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0e5f0923f9bcd9adb21
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 330, Row: 32, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67dcae54d4811782d30a321b
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 321, Row: 11, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32041d4811782d3333834
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 319, Row: 10, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32042d4811782d33373dd
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 311, Row: 10, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32049d4811782d33484b1
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 310, Row: 10, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e3204fd4811782d3355e56
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 316, Row: 12, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e71cc6d4811782d3f4d199
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 133, Row: 12, Price: $51.00, Est. Price: $51.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67896a9c5f5eedb9b5ee349c
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 111, Row: 7, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67896a905f5eedb9b5ecdb30
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 109, Row: 7, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67896a9d5f5eedb9b5ee4168
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 138, Row: 39, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67dcae28d4811782d30555b6
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 112, Row: 5, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6704db001a2fe25904b8d1a2
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 130, Row: 29, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67896ad35f5eedb9b5f203b0
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 133, Row: 17, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67eb4304d4811782d33ceb68
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 127, Row: 28, Price: $64.00, Est. Price: $64.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67d9b54ddec8018c76a61300
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 217, Row: 11, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6764fa5cb98988f2db587d77
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 218, Row: 2, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32042d4811782d33370a1
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 200, Row: 11, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6764fa5ab98988f2db58368b
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 132, Row: 10, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e9bddad4811782d341c77f
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 132, Row: 2, Price: $72.00, Est. Price: $72.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0e5f0923f9bcd9ae229
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 123, Row: 39, Price: $72.00, Est. Price: $72.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6764fa59b98988f2db58158e
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 118, Row: 24, Price: $75.00, Est. Price: $75.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67ed907dd4811782d3268742
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 202, Row: 11, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e8542ed4811782d33ae622
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 213, Row: 1, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0d6f0923f9bcd9996fd
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 214, Row: 5, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32042d4811782d3337acd
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 208, Row: 4, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67ec1f1fd4811782d3e46f4b
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 123, Row: 31, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e3202ed4811782d331529d
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 119, Row: 30, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e3202ed4811782d33152cc
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 117, Row: 27, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32035d4811782d331e266
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 115, Row: 27, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32040d4811782d333308d
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 122, Row: 32, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32046d4811782d333f9c3
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 126, Row: 22, Price: $85.00, Est. Price: $85.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67896b425f5eedb9b5f9e038
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 118, Row: 39, Price: $96.00, Est. Price: $96.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e853e8d4811782d330b5ac
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: R, Row: E, Price: $113.00, Est. Price: $113.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0e2f0923f9bcd9ab829
