Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 220, Row: 10, Price: $115.00, Est. Price: $115.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67eff8f40b271341d1e0720e
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 301, Row: 32, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef46bc0b271341d186bd6d
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 306, Row: 40, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef46a50b271341d18360af
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 308, Row: 40, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef47850b271341d19f2d7f
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 320, Row: 32, Price: $90.00, Est. Price: $90.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef46790b271341d17be738
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 314, Row: 32, Price: $90.00, Est. Price: $90.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef47160b271341d190eccb
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 318, Row: 32, Price: $90.00, Est. Price: $90.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef484c0b271341d1b59f92
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 102, Row: 39, Price: $95.00, Est. Price: $95.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/6796baa726a9cb75c5c27765
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 320, Row: 14, Price: $95.00, Est. Price: $95.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67f01df70b271341d161b3e5
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 320, Row: 24, Price: $108.00, Est. Price: $108.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b3d4f32f94efc810b1f304
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 106, Row: 37, Price: $110.00, Est. Price: $110.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/679bf89ff6af5e52e4b5bb8f
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 110, Row: 39, Price: $114.00, Est. Price: $114.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e99729d4811782d336403c
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 139, Row: 37, Price: $119.00, Est. Price: $119.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67a00a6ff6af5e52e48c5850
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 138, Row: 38, Price: $119.00, Est. Price: $119.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef47660b271341d19b9bbb
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 107, Row: 34, Price: $124.00, Est. Price: $124.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ab70fc3e2207e70ba4a5dc
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 221, Row: 8, Price: $137.00, Est. Price: $137.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ea0310d4811782d36d5111
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 135, Row: 36, Price: $137.00, Est. Price: $137.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ee059ed4811782d3c725f2
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 220, Row: 4, Price: $143.00, Est. Price: $143.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e727f6d4811782d3525f0d
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 202, Row: 3, Price: $143.00, Est. Price: $143.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e727fad4811782d352c21d
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 219, Row: 6, Price: $143.00, Est. Price: $143.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e727fad4811782d352c22d
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 218, Row: 5, Price: $143.00, Est. Price: $143.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e727fed4811782d353016e
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 133, Row: 26, Price: $146.00, Est. Price: $146.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/679c11c5f6af5e52e445c07e
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 206, Row: 11, Price: $156.00, Est. Price: $156.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef577f0b271341d107aa6a
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 202, Row: 9, Price: $163.00, Est. Price: $163.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef47c20b271341d1a673b7
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 114, Row: 38, Price: $167.00, Est. Price: $167.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b04cd62f94efc81054bd4c
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 213, Row: 11, Price: $194.00, Est. Price: $194.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/679bf890f6af5e52e4b4b7e2
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 207, Row: 9, Price: $204.00, Est. Price: $204.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e9a4edd4811782d3a320c6
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 117, Row: 39, Price: $206.00, Est. Price: $206.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b8ae712f94efc81026da90
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 121, Row: 36, Price: $222.00, Est. Price: $222.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b8ae712f94efc81026dafa
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 128, Row: 25, Price: $224.00, Est. Price: $224.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/670ea1fbf0923f9bcdb11b68
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 122, Row: 39, Price: $227.00, Est. Price: $227.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/679bf89ff6af5e52e4b5bb81
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 118, Row: 38, Price: $239.00, Est. Price: $239.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/679bf8a6f6af5e52e4b6275c
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 330, Row: 20, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67f042cc0b271341d1b94978
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 329, Row: 20, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67f01de70b271341d15ec32e
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 325, Row: 10, Price: $86.00, Est. Price: $86.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67f01dea0b271341d15f452d
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 305, Row: 15, Price: $86.00, Est. Price: $86.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67f01de90b271341d15f010e
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 306, Row: 17, Price: $86.00, Est. Price: $86.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67f01dfc0b271341d1627740
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 327, Row: 12, Price: $86.00, Est. Price: $86.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67f01dde0b271341d15d4bf7
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 309, Row: 21, Price: $86.00, Est. Price: $86.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67f01de10b271341d15dd254
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 313, Row: 14, Price: $94.00, Est. Price: $94.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67f01dec0b271341d15f8e03
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 312, Row: 14, Price: $94.00, Est. Price: $94.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67f01df70b271341d161b38b
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 317, Row: 15, Price: $94.00, Est. Price: $94.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67f01de10b271341d15dd29f
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 139, Row: 25, Price: $116.00, Est. Price: $116.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67f030ba0b271341d1a8d330
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 108, Row: 38, Price: $117.00, Est. Price: $117.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef517b0b271341d1884708
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 321, Row: 4, Price: $117.00, Est. Price: $117.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef48810b271341d1b9b52b
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 322, Row: 4, Price: $117.00, Est. Price: $117.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef46e20b271341d18b46f4
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 319, Row: 7, Price: $117.00, Est. Price: $117.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef48070b271341d1ad800d
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 141, Row: 12, Price: $124.00, Est. Price: $124.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67caf7d1dec8018c76807dc2
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 104, Row: 33, Price: $124.00, Est. Price: $124.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef475f0b271341d19ac323
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 141, Row: 39, Price: $125.00, Est. Price: $125.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67c8bb3bdec8018c76090958
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 311, Row: 2, Price: $128.00, Est. Price: $128.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67896e805f5eedb9b553c871
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 105, Row: 28, Price: $131.00, Est. Price: $131.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67a94e1b3e2207e70b90f9ad
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 133, Row: 16, Price: $132.00, Est. Price: $132.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/670ea1faf0923f9bcdb1116a
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 101, Row: 26, Price: $135.00, Est. Price: $135.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67a4dc113e2207e70ba7250c
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 110, Row: 31, Price: $137.00, Est. Price: $137.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ed76e8d4811782d3331ee2
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 135, Row: 11, Price: $146.00, Est. Price: $146.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e98d98d4811782d321795f
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 110, Row: 23, Price: $150.00, Est. Price: $150.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/679c11cbf6af5e52e4460921
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 109, Row: 19, Price: $152.00, Est. Price: $152.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e98d95d4811782d320c13f
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 133, Row: 8, Price: $153.00, Est. Price: $153.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67896e725f5eedb9b551bbef
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 222, Row: 5, Price: $154.00, Est. Price: $154.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef466e0b271341d17a29a1
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 111, Row: 21, Price: $154.00, Est. Price: $154.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e98d9dd4811782d3222b04
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 111, Row: 38, Price: $154.00, Est. Price: $154.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef47fe0b271341d1ac86ae
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 111, Row: 4, Price: $157.00, Est. Price: $157.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e71534d4811782d312ed71
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 219, Row: 11, Price: $161.00, Est. Price: $161.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e85405d4811782d3363822
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 204, Row: 11, Price: $161.00, Est. Price: $161.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef47f90b271341d1ac0b5f
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 130, Row: 27, Price: $167.00, Est. Price: $167.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b04cd12f94efc810542d9c
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 130, Row: 37, Price: $168.00, Est. Price: $168.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/679bf894f6af5e52e4b4fba9
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 114, Row: 31, Price: $181.00, Est. Price: $181.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b04ce82f94efc810561010
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 112, Row: 39, Price: $182.00, Est. Price: $182.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef5bf30b271341d15a4fe9
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 112, Row: 30, Price: $184.00, Est. Price: $184.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e71522d4811782d31108a5
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 132, Row: 2, Price: $193.00, Est. Price: $193.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/670ea1f3f0923f9bcdb094ab
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 116, Row: 38, Price: $203.00, Est. Price: $203.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/679bf8a0f6af5e52e4b5cff8
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 206, Row: 3, Price: $204.00, Est. Price: $204.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/670ea1f9f0923f9bcdb102fc
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 125, Row: 28, Price: $218.00, Est. Price: $218.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/677825e7b98988f2dbaad95a
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 120, Row: 35, Price: $219.00, Est. Price: $219.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b8ae712f94efc81026da50
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 117, Row: 24, Price: $223.00, Est. Price: $223.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67d0bf20dec8018c764aa6d0
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 118, Row: 23, Price: $233.00, Est. Price: $233.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e5624ed4811782d335399c
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 123, Row: 37, Price: $241.00, Est. Price: $241.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/679bf892f6af5e52e4b4da30
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 125, Row: 37, Price: $247.00, Est. Price: $247.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/679bf89df6af5e52e4b5a2a8
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 143, Row: 21, Price: $248.00, Est. Price: $248.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67f030b90b271341d1a8b4a6
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: A, Row: F, Price: $322.00, Est. Price: $322.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/679bf893f6af5e52e4b4eb63
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: O, Row: 14, Price: $361.00, Est. Price: $361.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b680e72f94efc8101e48dd
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: L, Row: L, Price: $406.00, Est. Price: $406.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b8a7fe2f94efc810688558
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: C, Row: 13, Price: $408.00, Est. Price: $408.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b8a7fe2f94efc81068854c
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: R, Row: AA, Price: $475.00, Est. Price: $475.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b5c8ff2f94efc810ef17c3
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 301, Row: 2, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b618762f94efc8101e83b4
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 321, Row: 11, Price: $94.00, Est. Price: $94.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67f01df00b271341d16056c4
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 136, Row: 31, Price: $117.00, Est. Price: $117.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67efbfdd0b271341d13003a8
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 137, Row: 33, Price: $119.00, Est. Price: $119.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67f023970b271341d1145341
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 110, Row: 34, Price: $127.00, Est. Price: $127.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e6cd62d4811782d38737e7
