Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 200, Row: 3, Price: $86.00, Est. Price: $86.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67e71c54d4811782d3e58418
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: O, Row: 10, Price: $375.00, Est. Price: $375.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ed9091d4811782d3296fdf
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: L, Row: L, Price: $386.00, Est. Price: $386.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ed9083d4811782d3274100
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: I, Row: L, Price: $412.00, Est. Price: $412.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ed907bd4811782d3264f5f
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 331, Row: 7, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67eb6544d4811782d3946814
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 313, Row: 32, Price: $64.00, Est. Price: $64.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/6764facfb98988f2db638525
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 304, Row: 8, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67b618762f94efc8101e82be
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 303, Row: 38, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef484e0b271341d1b5c649
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 319, Row: 19, Price: $72.00, Est. Price: $72.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ec6495d4811782d3666ce0
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 104, Row: 39, Price: $73.00, Est. Price: $73.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/6764fad3b98988f2db63dd3e
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 301, Row: 16, Price: $74.00, Est. Price: $74.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67e7137dd4811782d3dd5492
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 309, Row: 32, Price: $75.00, Est. Price: $75.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef468d0b271341d17f841b
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 316, Row: 20, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ea14b3d4811782d32aa6ca
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 314, Row: 19, Price: $80.00, Est. Price: $80.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67b0d9ba2f94efc810f4755e
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 311, Row: 32, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef46800b271341d17d416b
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 140, Row: 14, Price: $89.00, Est. Price: $89.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67dc241ad4811782d3b9764b
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 142, Row: 13, Price: $100.00, Est. Price: $100.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/6786811f5f5eedb9b568e197
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 105, Row: 39, Price: $100.00, Est. Price: $100.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67e853e5d4811782d3301e72
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 108, Row: 38, Price: $100.00, Est. Price: $100.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef46610b271341d17806ca
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 102, Row: 37, Price: $100.00, Est. Price: $100.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef468b0b271341d17f10fe
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 138, Row: 38, Price: $100.00, Est. Price: $100.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef46b70b271341d185fec7
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 106, Row: 38, Price: $100.00, Est. Price: $100.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef474d0b271341d19855ef
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 103, Row: 37, Price: $100.00, Est. Price: $100.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef48550b271341d1b657e4
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 144, Row: 17, Price: $100.00, Est. Price: $100.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef74a30b271341d13568df
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 143, Row: 19, Price: $100.00, Est. Price: $100.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67efe4710b271341d1c27d46
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 200, Row: 11, Price: $106.00, Est. Price: $106.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/6764fad0b98988f2db638d4d
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 133, Row: 24, Price: $108.00, Est. Price: $108.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67eee2b30b271341d1dc7436
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 113, Row: 39, Price: $114.00, Est. Price: $114.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/6764fad2b98988f2db63cc8a
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 133, Row: 7, Price: $116.00, Est. Price: $116.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679f11b4f6af5e52e44a4d91
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 217, Row: 1, Price: $128.00, Est. Price: $128.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67896e785f5eedb9b5528319
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 201, Row: 11, Price: $129.00, Est. Price: $129.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef5c080b271341d15cf3c6
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 213, Row: 11, Price: $131.00, Est. Price: $131.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf0aff6af5e52e4b8adae
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 131, Row: 31, Price: $131.00, Est. Price: $131.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67f028f00b271341d1bccb06
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 132, Row: 5, Price: $132.00, Est. Price: $132.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67b4f9d52f94efc810b51fd6
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 130, Row: 24, Price: $136.00, Est. Price: $136.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67a62ff33e2207e70b01d41d
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 113, Row: 22, Price: $137.00, Est. Price: $137.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67af9c1f2f94efc810e3648e
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 112, Row: 4, Price: $140.00, Est. Price: $140.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf287f6af5e52e4e78aae
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 209, Row: 11, Price: $144.00, Est. Price: $144.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef475e0b271341d19a9170
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 206, Row: 6, Price: $144.00, Est. Price: $144.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef48660b271341d1b7accb
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 208, Row: 11, Price: $144.00, Est. Price: $144.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef98430b271341d17da9e2
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 211, Row: 10, Price: $146.00, Est. Price: $146.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef47490b271341d197bad8
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 112, Row: 38, Price: $146.00, Est. Price: $146.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef47e00b271341d1a9bd80
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 114, Row: 38, Price: $146.00, Est. Price: $146.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef68950b271341d1530520
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: Terr, Row: T33, Price: $161.00, Est. Price: $161.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef476e0b271341d19cb3e8
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 129, Row: 38, Price: $175.00, Est. Price: $175.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef46c10b271341d1873a2e
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 127, Row: 33, Price: $175.00, Est. Price: $175.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef47fb0b271341d1ac413a
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 123, Row: 24, Price: $185.00, Est. Price: $185.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67a5945b3e2207e70bae0883
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 115, Row: 30, Price: $186.00, Est. Price: $186.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67eb78dfd4811782d335e123
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 126, Row: 34, Price: $189.00, Est. Price: $189.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef47ac0b271341d1a3b9c0
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 123, Row: 30, Price: $202.00, Est. Price: $202.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ed908fd4811782d329359b
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 118, Row: 21, Price: $222.00, Est. Price: $222.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67da1d56dec8018c764b37aa
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 122, Row: 29, Price: $244.00, Est. Price: $244.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ed9090d4811782d329637e
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: D, Row: 8, Price: $324.00, Est. Price: $324.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67896e6d5f5eedb9b5510b10
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: Q, Row: 8, Price: $326.00, Est. Price: $326.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/670ea1a7f0923f9bcdab78c6
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: R, Row: AA, Price: $398.00, Est. Price: $398.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67b5003f2f94efc8106f6d11
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 304, Row: 40, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef46b40b271341d1859355
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 328, Row: 40, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef47920b271341d1a06a3a
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 324, Row: 40, Price: $75.00, Est. Price: $75.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef479c0b271341d1a1bb58
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 306, Row: 40, Price: $75.00, Est. Price: $75.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef47fa0b271341d1ac20d3
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 310, Row: 19, Price: $80.00, Est. Price: $80.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf32af6af5e52e4026fbb
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 316, Row: 32, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef48730b271341d1b8c696
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 300, Row: 2, Price: $84.00, Est. Price: $84.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf0a5f6af5e52e4b7f8a8
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 315, Row: 18, Price: $87.00, Est. Price: $87.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679f0204f6af5e52e4e9f106
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 140, Row: 14, Price: $92.00, Est. Price: $92.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/677e8d96b98988f2db715080
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 140, Row: 33, Price: $98.00, Est. Price: $98.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679d8e79f6af5e52e4a92469
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 141, Row: 39, Price: $100.00, Est. Price: $100.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef48880b271341d1ba1f0b
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 102, Row: 31, Price: $103.00, Est. Price: $103.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf0b4f6af5e52e4b92be4
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 204, Row: 9, Price: $113.00, Est. Price: $113.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bfc62f6af5e52e429c1de
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 217, Row: 2, Price: $115.00, Est. Price: $115.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67e15d32d4811782d3eaabcc
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 134, Row: 7, Price: $116.00, Est. Price: $116.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/670ea1b3f0923f9bcdac94ac
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 111, Row: 7, Price: $116.00, Est. Price: $116.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67896e815f5eedb9b553f5e4
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 215, Row: 8, Price: $125.00, Est. Price: $125.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef082c0b271341d13838b2
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 114, Row: 32, Price: $128.00, Est. Price: $128.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf0b4f6af5e52e4b91dfd
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 110, Row: 8, Price: $129.00, Est. Price: $129.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67e15d3cd4811782d3eb4896
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 131, Row: 22, Price: $137.00, Est. Price: $137.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf0a5f6af5e52e4b7f895
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 132, Row: 3, Price: $140.00, Est. Price: $140.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf0aef6af5e52e4b89c3b
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 132, Row: 38, Price: $146.00, Est. Price: $146.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef46700b271341d17a8590
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 129, Row: 24, Price: $178.00, Est. Price: $178.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67896e795f5eedb9b552a68a
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 115, Row: 23, Price: $178.00, Est. Price: $178.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf293f6af5e52e4e898b6
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 120, Row: 25, Price: $182.00, Est. Price: $182.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ed907fd4811782d326aa9f
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 117, Row: 27, Price: $198.00, Est. Price: $198.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67eb78dfd4811782d335e12d
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: N, Row: 9, Price: $313.00, Est. Price: $313.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/670ea1a7f0923f9bcdab78dc
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: Q, Row: 17, Price: $316.00, Est. Price: $316.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf0b2f6af5e52e4b903d6
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: I, Row: F, Price: $328.00, Est. Price: $328.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67eb781dd4811782d3254fc0
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: G, Row: M, Price: $436.00, Est. Price: $436.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67b6447c2f94efc8109148d4
