Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 302, Row: 2, Price: $15, Est. Price: $27.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936276951
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 201, Row: 5, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910983692
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 201, Row: 6, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910983696
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 219, Row: 3, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910985177
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 200, Row: 5, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910983554
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 200, Row: 6, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910983560
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 200, Row: 7, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910983568
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 201, Row: 7, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910983697
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 201, Row: 8, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910983707
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 200, Row: 8, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910983579
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 200, Row: 9, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910983605
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 201, Row: 9, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910983716
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 201, Row: 10, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910983625
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 222, Row: 3, Price: $55, Est. Price: $88.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8829648578
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 117, Row: 24, Price: $55, Est. Price: $88.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936805999
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 124, Row: 26, Price: $55, Est. Price: $88.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936805953
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 206, Row: 1, Price: $55, Est. Price: $88.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=9034272387
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 221, Row: 3, Price: $55, Est. Price: $88.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8829813655
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 223, Row: 2, Price: $55, Est. Price: $88.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8829812019
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 118, Row: 25, Price: $56, Est. Price: $89.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936706582
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 213, Row: 1, Price: $56, Est. Price: $89.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936706035
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 222, Row: 1, Price: $56, Est. Price: $89.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910985465
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 223, Row: 1, Price: $56, Est. Price: $89.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910985549
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 222, Row: 2, Price: $56, Est. Price: $89.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910985507
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 120, Row: 25, Price: $57, Est. Price: $91.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936706454
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 120, Row: 24, Price: $58, Est. Price: $92.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8941102306
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 207, Row: 1, Price: $58, Est. Price: $92.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8941102284
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 116, Row: 23, Price: $58, Est. Price: $92.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8755209404
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 126, Row: 22, Price: $59, Est. Price: $94.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936624358
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 209, Row: 4, Price: $59, Est. Price: $94.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=9035668058
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 214, Row: 3, Price: $59, Est. Price: $94.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8829607796
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 118, Row: 21, Price: $59, Est. Price: $94.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8497832456
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 117, Row: 21, Price: $60, Est. Price: $96.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8937479264
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 126, Row: 21, Price: $60, Est. Price: $96.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8937478602
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 127, Row: 21, Price: $60, Est. Price: $96.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8076489811
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 116, Row: 21, Price: $60, Est. Price: $96.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8076488854
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 112, Row: 1, Price: $60, Est. Price: $96.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8076490633
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 132, Row: 1, Price: $60, Est. Price: $96.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8535053377
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 123, Row: 30, Price: $61, Est. Price: $88.45, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8833236279
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 211, Row: 6, Price: $65, Est. Price: $94.25, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8829679867
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 113, Row: 14, Price: $66, Est. Price: $95.70, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8829608122
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 209, Row: 3, Price: $68, Est. Price: $98.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=9036715613
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 130, Row: 17, Price: $68, Est. Price: $98.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8882250745
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 114, Row: 14, Price: $68, Est. Price: $98.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8932222582
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 114, Row: 17, Price: $68, Est. Price: $98.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8871700289
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 114, Row: 18, Price: $68, Est. Price: $98.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8871700293
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 114, Row: 19, Price: $68, Est. Price: $98.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8871700297
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 114, Row: 20, Price: $68, Est. Price: $98.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8871700301
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 211, Row: 5, Price: $68, Est. Price: $98.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8932223139
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 131, Row: 17, Price: $68, Est. Price: $98.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8894416800
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 131, Row: 18, Price: $68, Est. Price: $98.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8894416805
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 131, Row: 19, Price: $68, Est. Price: $98.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8894416808
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 131, Row: 20, Price: $68, Est. Price: $98.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8894416822
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 123, Row: 29, Price: $70, Est. Price: $101.50, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8882249324
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 133, Row: 1, Price: $76, Est. Price: $110.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8969429085
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 215, Row: 1, Price: $80, Est. Price: $116.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8932223160
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 210, Row: 1, Price: $82, Est. Price: $118.90, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8905605973
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 111, Row: 1, Price: $86, Est. Price: $124.70, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8387960184
